x	y
1436.818	1078.323
1437.384	1079.964
1437.938	1081.596
1438.479	1083.220
1439.008	1084.837
1439.526	1086.451
1440.034	1088.062
1440.532	1089.674
1441.021	1091.287
1441.501	1092.904
1441.973	1094.527
1442.438	1096.158
1442.897	1097.798
1443.350	1099.450
1443.798	1101.116
1444.241	1102.798
1444.681	1104.498
1445.117	1106.217
1445.550	1107.957
1445.982	1109.722
1446.413	1111.512
1446.843	1113.329
1447.273	1115.176
1447.702	1117.042
1448.129	1118.914
1448.552	1120.775
1448.968	1122.609
1449.376	1124.402
1449.774	1126.138
1450.161	1127.800
1450.535	1129.375
1450.893	1130.845
1451.234	1132.196
1451.557	1133.412
1451.859	1134.477
1452.139	1135.376
1452.394	1136.094
1452.624	1136.614
1452.826	1136.921
1452.998	1137.000
1453.139	1136.840
1453.250	1136.449
1453.333	1135.838
1453.386	1135.021
1453.414	1134.010
1453.415	1132.818
1453.392	1131.457
1453.345	1129.940
1453.276	1128.281
1453.186	1126.490
1453.076	1124.581
1452.946	1122.567
1452.799	1120.459
1452.635	1118.272
1452.456	1116.016
1452.262	1113.706
1452.055	1111.353
1451.836	1108.970
1451.605	1106.570
1451.365	1104.166
1451.116	1101.769
1450.859	1099.393
1450.596	1097.050
1450.328	1094.747
1450.054	1092.485
1449.775	1090.259
1449.493	1088.068
1449.206	1085.909
1448.917	1083.780
1448.625	1081.678
1448.331	1079.601
1448.035	1077.547
1447.738	1075.514
1447.440	1073.498
1447.142	1071.498
1446.844	1069.511
1446.547	1067.534
1446.251	1065.566
1445.956	1063.604
1445.664	1061.646
1445.375	1059.688
1445.089	1057.730
1444.806	1055.768
1444.527	1053.800
1444.253	1051.823
1443.984	1049.836
1443.721	1047.835
1443.463	1045.819
1443.212	1043.785
1442.969	1041.731
1442.732	1039.655
1442.502	1037.561
1442.279	1035.451
1442.062	1033.330
1441.850	1031.201
1441.644	1029.067
1441.443	1026.932
1441.246	1024.799
1441.052	1022.671
1440.863	1020.552
1440.676	1018.446
1440.493	1016.355
1440.311	1014.284
1440.131	1012.235
1439.953	1010.213
1439.775	1008.220
1439.598	1006.261
1439.421	1004.337
1439.244	1002.454
1439.066	1000.614
1438.887	998.821
1438.706	997.078
1438.523	995.388
1438.338	993.756
1438.149	992.184
1437.958	990.677
1437.764	989.237
1437.574	987.874
1437.392	986.593
1437.223	985.401
1437.074	984.307
1436.950	983.317
1436.856	982.439
1436.798	981.679
1436.781	981.045
1436.810	980.545
1436.892	980.184
1437.031	979.972
1437.232	979.897
1437.499	979.915
1437.833	979.975
1438.240	980.025
1438.722	980.044
1439.283	980.033
1439.929	979.991
1440.665	979.921
1441.494	979.823
1442.421	979.698
1443.451	979.547
1444.589	979.371
1445.839	979.171
1447.206	978.949
1448.694	978.704
1450.308	978.439
1452.053	978.154
1453.932	977.850
1455.944	977.528
1458.080	977.189
1460.331	976.835
1462.686	976.465
1465.138	976.082
1467.676	975.686
1470.291	975.278
1472.974	974.859
1475.715	974.430
1478.506	973.993
1481.336	973.547
1484.198	973.094
1487.081	972.636
1489.975	972.173
1492.873	971.705
1495.764	971.235
1498.639	970.763
1501.489	970.290
1504.304	969.817
1507.076	969.345
1509.794	968.875
1512.450	968.408
1515.035	967.945
1517.538	967.487
1519.951	967.035
1522.264	966.590
1524.469	966.153
1526.555	965.726
1528.514	965.308
1530.336	964.901
1532.011	964.506
1533.531	964.124
1534.888	963.756
1536.089	963.410
1537.153	963.094
1538.096	962.821
1538.938	962.598
1539.696	962.438
1540.388	962.349
1541.033	962.342
1541.648	962.428
1542.251	962.616
1542.860	962.916
1543.493	963.338
1544.151	963.880
1544.834	964.537
1545.538	965.303
1546.262	966.172
1547.001	967.139
1547.755	968.198
1548.521	969.343
1549.295	970.568
1550.076	971.868
1550.862	973.237
1551.649	974.670
1552.435	976.160
1553.217	977.701
1553.994	979.289
1554.763	980.917
1555.521	982.580
1556.266	984.272
1556.994	985.987
1557.706	987.720
1558.400	989.471
1559.078	991.241
1559.741	993.029
1560.391	994.837
1561.028	996.664
1561.654	998.511
1562.270	1000.379
1562.876	1002.268
1563.475	1004.178
1564.067	1006.109
1564.653	1008.064
1565.234	1010.040
1565.813	1012.040
1566.389	1014.064
1566.964	1016.111
1567.539	1018.183
1568.115	1020.280
1568.694	1022.403
1569.276	1024.551
1569.863	1026.725
1570.455	1028.926
1571.055	1031.154
1571.663	1033.409
1572.280	1035.693
1572.907	1038.005
1573.546	1040.345
1574.197	1042.716
1574.862	1045.115
1575.538	1047.541
1576.224	1049.994
1576.919	1052.472
1577.622	1054.972
1578.330	1057.494
1579.043	1060.036
1579.760	1062.597
1580.478	1065.175
1581.196	1067.769
1581.913	1070.376
1582.628	1072.996
1583.339	1075.627
1584.045	1078.268
1584.743	1080.916
1585.434	1083.572
1586.115	1086.232
1586.785	1088.895
1587.443	1091.561
1588.087	1094.227
1588.716	1096.892
1589.328	1099.554
1589.922	1102.213
1590.497	1104.866
1591.051	1107.511
1591.582	1110.149
1592.090	1112.776
1592.573	1115.391
1593.029	1117.994
1593.457	1120.582
1593.856	1123.153
1594.224	1125.707
1594.560	1128.242
1594.862	1130.756
1595.130	1133.249
1595.362	1135.719
1595.560	1138.168
1595.725	1140.599
1595.858	1143.013
1595.960	1145.412
1596.031	1147.796
1596.074	1150.169
1596.089	1152.531
1596.076	1154.884
1596.037	1157.230
1595.974	1159.571
1595.886	1161.908
1595.776	1164.243
1595.644	1166.578
1595.490	1168.913
1595.317	1171.252
1595.125	1173.594
1594.915	1175.944
1594.688	1178.301
1594.446	1180.667
1594.189	1183.045
1593.918	1185.435
1593.634	1187.840
1593.338	1190.261
1593.032	1192.700
1592.716	1195.159
1592.391	1197.639
1592.059	1200.141
1591.720	1202.668
1591.376	1205.221
1591.027	1207.802
1590.674	1210.411
1590.318	1213.048
1589.960	1215.708
1589.599	1218.389
1589.237	1221.087
1588.873	1223.799
1588.508	1226.523
1588.143	1229.256
1587.777	1231.993
1587.412	1234.733
1587.048	1237.471
1586.684	1240.206
1586.323	1242.933
1585.963	1245.651
1585.606	1248.355
1585.252	1251.043
1584.901	1253.711
1584.554	1256.357
1584.212	1258.977
1583.873	1261.569
1583.540	1264.129
1583.212	1266.654
1582.891	1269.142
1582.575	1271.588
1582.266	1273.990
1581.965	1276.346
1581.671	1278.651
1581.385	1280.903
1581.108	1283.098
1580.839	1285.235
1580.580	1287.308
1580.331	1289.317
1580.091	1291.256
1579.863	1293.124
1579.644	1294.922
1579.436	1296.653
1579.237	1298.323
1579.047	1299.934
1578.866	1301.491
1578.692	1302.998
1578.526	1304.459
1578.366	1305.879
1578.213	1307.260
1578.065	1308.609
1577.923	1309.928
1577.786	1311.221
1577.652	1312.494
1577.523	1313.749
1577.396	1314.991
1577.273	1316.224
1577.151	1317.452
1577.031	1318.680
1576.913	1319.909
1576.799	1321.127
1576.697	1322.311
1576.612	1323.441
1576.549	1324.494
1576.515	1325.449
1576.515	1326.284
1576.555	1326.979
1576.640	1327.510
1576.778	1327.857
1576.973	1327.998
1577.229	1327.915
1577.547	1327.614
1577.920	1327.108
1578.346	1326.410
1578.820	1325.534
1579.338	1324.494
1579.895	1323.303
1580.489	1321.974
1581.115	1320.521
1581.768	1318.957
1582.445	1317.296
1583.141	1315.551
1583.854	1313.735
1584.577	1311.863
1585.308	1309.947
1586.042	1308.001
1586.776	1306.039
1587.505	1304.074
1588.224	1302.119
1588.931	1300.188
1589.622	1298.293
1590.296	1296.432
1590.954	1294.603
1591.599	1292.802
1592.230	1291.024
1592.850	1289.267
1593.458	1287.525
1594.057	1285.796
1594.647	1284.075
1595.230	1282.359
1595.806	1280.644
1596.377	1278.927
1596.944	1277.202
1597.508	1275.467
1598.070	1273.717
1598.631	1271.949
1599.193	1270.160
1599.756	1268.344
1600.321	1266.499
1600.891	1264.620
1601.464	1262.705
1602.044	1260.748
1602.631	1258.746
1603.226	1256.696
1603.831	1254.593
1604.445	1252.434
1605.070	1250.221
1605.703	1247.957
1606.343	1245.646
1606.990	1243.292
1607.643	1240.899
1608.300	1238.470
1608.959	1236.010
1609.621	1233.521
1610.283	1231.009
1610.945	1228.477
1611.605	1225.928
1612.263	1223.367
1612.917	1220.798
1613.566	1218.223
1614.209	1215.648
1614.845	1213.075
1615.472	1210.509
1616.090	1207.954
1616.697	1205.413
1617.292	1202.890
1617.875	1200.389
1618.443	1197.914
1618.996	1195.468
1619.533	1193.056
1620.052	1190.682
1620.553	1188.348
1621.034	1186.060
1621.494	1183.820
1621.932	1181.633
1622.347	1179.502
1622.738	1177.432
1623.103	1175.426
1623.442	1173.485
1623.756	1171.605
1624.046	1169.782
1624.312	1168.012
1624.555	1166.290
1624.776	1164.612
1624.976	1162.974
1625.156	1161.371
1625.316	1159.799
1625.457	1158.254
1625.580	1156.731
1625.686	1155.226
1625.775	1153.735
1625.849	1152.253
1625.908	1150.777
1625.953	1149.301
1625.985	1147.821
1626.005	1146.334
1626.013	1144.834
1626.010	1143.318
1625.998	1141.781
1625.976	1140.220
1625.945	1138.637
1625.907	1137.033
1625.862	1135.411
1625.811	1133.771
1625.753	1132.117
1625.691	1130.450
1625.625	1128.772
1625.555	1127.084
1625.482	1125.389
1625.408	1123.688
1625.332	1121.984
1625.255	1120.278
1625.178	1118.572
1625.102	1116.868
1625.028	1115.167
1624.956	1113.473
1624.886	1111.786
1624.820	1110.109
1624.759	1108.443
1624.702	1106.790
1624.651	1105.152
1624.606	1103.530
1624.566	1101.919
1624.529	1100.319
1624.495	1098.725
1624.461	1097.135
1624.428	1095.546
1624.394	1093.955
1624.358	1092.358
1624.319	1090.753
1624.275	1089.138
1624.225	1087.508
1624.169	1085.862
1624.104	1084.196
1624.031	1082.507
1623.948	1080.792
1623.853	1079.049
1623.746	1077.274
1623.625	1075.464
1623.490	1073.618
1623.338	1071.730
1623.169	1069.800
1622.983	1067.823
1622.777	1065.798
1622.554	1063.728
1622.316	1061.617
1622.063	1059.467
1621.798	1057.282
1621.522	1055.066
1621.237	1052.821
1620.944	1050.553
1620.646	1048.263
1620.343	1045.955
1620.038	1043.634
1619.732	1041.301
1619.427	1038.962
1619.124	1036.618
1618.826	1034.275
1618.533	1031.934
1618.248	1029.599
1617.972	1027.275
1617.706	1024.964
1617.453	1022.670
1617.214	1020.396
1616.991	1018.146
1616.785	1015.924
1616.599	1013.732
1616.433	1011.573
1616.289	1009.453
1616.169	1007.373
1616.075	1005.338
1616.009	1003.351
1615.971	1001.414
1615.960	999.528
1615.975	997.689
1616.013	995.895
1616.072	994.144
1616.149	992.434
1616.242	990.761
1616.349	989.124
1616.468	987.520
1616.597	985.947
1616.733	984.403
1616.874	982.884
1617.017	981.389
1617.162	979.915
1617.304	978.460
1617.443	977.021
1617.576	975.596
1617.700	974.183
1617.814	972.779
1617.915	971.382
1618.001	969.990
1618.070	968.602
1618.126	967.229
1618.173	965.886
1618.214	964.585
1618.254	963.340
1618.296	962.165
1618.344	961.072
1618.403	960.076
1618.476	959.190
1618.567	958.427
1618.680	957.801
1618.819	957.326
1618.988	957.014
1619.192	956.871
1619.442	956.859
1619.750	956.930
1620.128	957.034
1620.583	957.139
1621.113	957.244
1621.715	957.348
1622.387	957.451
1623.125	957.554
1623.927	957.657
1624.790	957.760
1625.711	957.864
1626.688	957.968
1627.717	958.072
1628.797	958.177
1629.923	958.280
1631.096	958.381
1632.311	958.479
1633.567	958.573
1634.860	958.662
1636.190	958.745
1637.552	958.820
1638.946	958.887
1640.369	958.945
1641.817	958.992
1643.289	959.028
1644.783	959.052
1646.295	959.062
1647.824	959.058
1649.368	959.038
1650.923	959.002
1652.487	958.948
1654.056	958.876
1655.624	958.783
1657.187	958.670
1658.739	958.534
1660.276	958.374
1661.793	958.190
1663.284	957.980
1664.745	957.742
1666.170	957.476
1667.555	957.181
1668.895	956.855
1670.185	956.497
1671.419	956.105
1672.593	955.679
1673.701	955.218
1674.740	954.720
1675.703	954.184
1676.586	953.608
1677.387	952.996
1678.107	952.349
1678.747	951.672
1679.305	950.968
1679.784	950.240
1680.183	949.491
1680.502	948.724
1680.743	947.944
1680.905	947.154
1680.988	946.356
1680.994	945.555
1680.923	944.748
1680.779	943.933
1680.564	943.104
1680.281	942.259
1679.932	941.391
1679.521	940.498
1679.050	939.575
1678.521	938.618
1677.938	937.623
1677.303	936.585
1676.618	935.500
1675.888	934.365
1675.113	933.174
1674.298	931.924
1673.445	930.618
1672.558	929.260
1671.641	927.855
1670.698	926.407
1669.733	924.920
1668.749	923.398
1667.749	921.847
1666.738	920.269
1665.720	918.671
1664.698	917.055
1663.675	915.427
1662.656	913.791
1661.645	912.151
1660.644	910.512
1659.658	908.878
1658.691	907.253
1657.746	905.642
1656.827	904.048
1655.938	902.478
1655.082	900.934
1654.263	899.421
1653.485	897.944
1652.751	896.507
1652.063	895.111
1651.417	893.754
1650.808	892.433
1650.233	891.144
1649.687	889.885
1649.167	888.652
1648.668	887.442
1648.187	886.252
1647.719	885.080
1647.261	883.922
1646.808	882.774
1646.356	881.635
1645.902	880.500
1645.441	879.368
1644.969	878.234
1644.483	877.095
1643.977	875.949
1643.450	874.793
1642.900	873.628
1642.328	872.454
1641.734	871.272
1641.119	870.082
1640.482	868.886
1639.823	867.684
1639.143	866.478
1638.442	865.267
1637.721	864.052
1636.979	862.835
1636.216	861.617
1635.434	860.397
1634.631	859.177
1633.809	857.957
1632.968	856.738
1632.107	855.522
1631.227	854.308
1630.328	853.098
1629.410	851.895
1628.474	850.701
1627.519	849.522
1626.546	848.360
1625.554	847.220
1624.544	846.104
1623.516	845.018
1622.470	843.963
1621.406	842.945
1620.324	841.967
1619.224	841.031
1618.107	840.144
1616.972	839.307
1615.820	838.525
1614.650	837.801
1613.463	837.138
1612.259	836.542
1611.038	836.015
1609.800	835.560
1608.542	835.176
1607.263	834.858
1605.960	834.605
1604.631	834.413
1603.275	834.279
1601.887	834.200
1600.467	834.173
1599.012	834.195
1597.519	834.263
1595.987	834.375
1594.413	834.526
1592.795	834.714
1591.131	834.936
1589.418	835.189
1587.654	835.469
1585.837	835.775
1583.964	836.102
1582.034	836.448
1580.044	836.810
1577.992	837.184
1575.876	837.569
1573.698	837.966
1571.459	838.374
1569.159	838.792
1566.799	839.221
1564.380	839.661
1561.902	840.112
1559.366	840.573
1556.773	841.045
1554.124	841.528
1551.419	842.021
1548.660	842.525
1545.846	843.039
1542.979	843.563
1540.059	844.097
1537.088	844.642
1534.065	845.196
1530.992	845.761
1527.870	846.336
1524.699	846.921
1521.479	847.515
1518.212	848.120
1514.899	848.734
1511.540	849.358
1508.135	849.991
1504.687	850.635
1501.194	851.287
1497.659	851.949
1494.082	852.621
1490.463	853.302
1486.804	853.992
1483.104	854.691
1479.366	855.400
1475.589	856.117
1471.775	856.844
1467.924	857.579
1464.036	858.324
1460.113	859.077
1456.156	859.840
1452.165	860.611
1448.140	861.390
1444.083	862.178
1439.994	862.975
1435.876	863.780
1431.728	864.593
1427.553	865.413
1423.351	866.240
1419.125	867.073
1414.875	867.914
1410.602	868.760
1406.308	869.612
1401.995	870.469
1397.663	871.331
1393.313	872.198
1388.948	873.068
1384.569	873.943
1380.176	874.821
1375.771	875.703
1371.356	876.587
1366.932	877.474
1362.499	878.362
1358.060	879.253
1353.615	880.145
1349.166	881.038
1344.714	881.931
1340.261	882.825
1335.808	883.719
1331.356	884.613
1326.906	885.505
1322.460	886.397
1318.020	887.287
1313.585	888.176
1309.158	889.062
1304.741	889.946
1300.333	890.826
1295.937	891.704
1291.554	892.578
1287.186	893.448
1282.832	894.314
1278.496	895.175
1274.177	896.031
1269.879	896.882
1265.601	897.727
1261.345	898.566
1257.112	899.398
1252.904	900.224
1248.722	901.042
1244.567	901.854
1240.441	902.657
1236.345	903.452
1232.280	904.238
1228.247	905.016
1224.249	905.784
1220.285	906.543
1216.358	907.292
1212.469	908.030
1208.618	908.758
1204.808	909.474
1201.040	910.179
1197.314	910.873
1193.630	911.556
1189.987	912.228
1186.385	912.889
1182.824	913.541
1179.302	914.184
1175.819	914.818
1172.374	915.444
1168.968	916.061
1165.599	916.671
1162.266	917.274
1158.970	917.871
1155.709	918.461
1152.484	919.046
1149.293	919.626
1146.136	920.200
1143.012	920.771
1139.921	921.338
1136.863	921.901
1133.836	922.461
1130.840	923.019
1127.874	923.575
1124.939	924.129
1122.033	924.682
1119.155	925.234
1116.306	925.786
1113.485	926.339
1110.690	926.891
1107.922	927.446
1105.180	928.001
1102.464	928.559
1099.772	929.119
1097.104	929.682
1094.460	930.249
1091.840	930.819
1089.241	931.394
1086.665	931.973
1084.110	932.558
1081.576	933.148
1079.062	933.745
1076.567	934.348
1074.093	934.957
1071.637	935.572
1069.200	936.192
1066.782	936.816
1064.384	937.443
1062.003	938.074
1059.642	938.706
1057.299	939.340
1054.974	939.974
1052.667	940.609
1050.379	941.243
1048.108	941.875
1045.856	942.505
1043.621	943.133
1041.403	943.756
1039.203	944.376
1037.021	944.990
1034.855	945.599
1032.707	946.202
1030.575	946.797
1028.461	947.385
1026.363	947.964
1024.281	948.534
1022.216	949.094
1020.168	949.643
1018.135	950.181
1016.119	950.707
1014.118	951.220
1012.134	951.719
1010.165	952.205
1008.212	952.677
1006.278	953.140
1004.364	953.597
1002.472	954.050
1000.605	954.505
998.763	954.963
996.949	955.429
995.165	955.906
993.413	956.397
991.694	956.906
990.010	957.436
988.365	957.990
986.758	958.573
985.193	959.187
983.671	959.836
982.194	960.524
980.764	961.253
979.383	962.028
978.053	962.851
976.775	963.727
975.552	964.657
974.386	965.647
973.278	966.699
972.232	967.807
971.254	968.963
970.348	970.156
969.519	971.377
968.772	972.615
968.112	973.861
967.544	975.105
967.072	976.337
966.702	977.547
966.439	978.725
966.287	979.862
966.252	980.948
966.338	981.971
966.550	982.924
966.893	983.796
967.371	984.578
967.978	985.269
968.701	985.875
969.528	986.398
970.448	986.843
971.448	987.214
972.518	987.515
973.644	987.750
974.815	987.923
976.018	988.039
977.243	988.101
978.477	988.113
979.709	988.080
980.925	988.006
982.117	987.895
983.285	987.754
984.433	987.593
985.564	987.418
986.683	987.239
987.793	987.063
988.898	986.900
990.001	986.756
991.107	986.640
992.218	986.561
993.340	986.526
994.475	986.545
995.628	986.625
996.801	986.773
998.000	987.000
998.000	999.000
1684.000	949.000

